x1,x2,lag,correlation,p_value,abs_correlation,method,dataset
Y3,Y5,5,0.20121338124111593,1.5073030873120957e-10,0.20121338124111593,PC,dataset3_add_x0
Y3,Y5,6,0.16466743888828028,1.7820808720007485e-07,0.16466743888828028,PC,dataset3_add_x0
Y3,Y5,7,0.17591665148883381,2.4043962583089227e-08,0.17591665148883381,PC,dataset3_add_x0
Y3,Y5,8,0.16235314633990142,2.730208953815764e-07,0.16235314633990142,PC,dataset3_add_x0
Y3,Y5,9,0.12885970336454333,4.734193175761966e-05,0.12885970336454333,PC,dataset3_add_x0
Y3,Y5,10,0.12256846006083201,0.0001105259892427288,0.12256846006083201,PC,dataset3_add_x0
Y3,Y5,11,0.13144457849750865,3.376062089727096e-05,0.13144457849750865,PC,dataset3_add_x0
Y3,Y5,12,0.10012613651818422,0.0016262947941976264,0.10012613651818422,PC,dataset3_add_x0
Y4,Y5,1,0.31966263144522405,3.613217106899487e-25,0.31966263144522405,PC,dataset3_add_x0
Y4,Y5,2,0.14899153505032356,2.2749990069426518e-06,0.14899153505032356,PC,dataset3_add_x0
Y4,Y5,12,-0.10987708320216567,0.000540544271384435,0.10987708320216567,PC,dataset3_add_x0
Y5,Y3,1,0.20319843572642882,9.040320259398671e-11,0.20319843572642882,PC,dataset3_add_x0
Y5,Y3,2,0.1453094774115144,4.041762683858249e-06,0.1453094774115144,PC,dataset3_add_x0
Y5,Y3,3,0.11780058793286592,0.00019307399553822593,0.11780058793286592,PC,dataset3_add_x0
Y5,Y3,6,0.10162154580459284,0.0013357910561141901,0.10162154580459284,PC,dataset3_add_x0
